chr	gene	start	end	transcript	strand	cancerGene	geneColor
6	LOC554223	29759683	29765584	NM_001207043	+	no	black
6	HLA-G	29794756	29798899	NM_002127	+	no	black
6	HLA-H	29855537	29858857	NR_001434	+	no	black
6	HCG4B	29892369	29894992	NR_001317	-	no	black
6	HLA-A	29910247	29913661	NM_001242758	+	yes	red4
6	HCG9	29942892	29946177	NR_028032	+	no	black
6	ZNRD1-AS1	29968788	30028961	NR_026751	-	no	black
6	HLA-J	29973748	29977733	NR_024240	+	no	black
6	HCG8	29979878	29981699	NR_103542	-	no	black
6	ZNRD1	30029017	30032686	NR_103864|NM_014596|NM_001278785|NM_001278786|NM_170783	+	no	black
6	PPP1R11	30034932	30038108	NM_021959	+	no	black
6	RNF39	30038043	30043628	NM_170769|NM_025236	-	no	black
6	TRIM31	30070674	30080867	NM_007028	-	no	black
6	TRIM31-AS1	30073017	30082501	NR_126470	+	no	black
6	TRIM40	30103885	30116512	NM_001286633|NM_138700	+	no	black
6	TRIM10	30119723	30128711	NM_006778|NM_052828	-	no	black
6	TRIM15	30130983	30140473	NM_033229	+	no	black
6	TRIM26	30152232	30181271	NM_001242783|NM_003449	-	no	black
6	HCG17	30201816	30293911	NR_052012	-	no	black
6	HLA-L	30227339	30234728	NR_027822	+	no	black
6	MIR6891	30229277	30229317	NR_106951	+	no	black
6	HCG18	30255174	30294933	NR_024053|NR_024052|NR_102327|NR_102326	-	no	black
6	TRIM39	30294621	30311506	NM_021253|NM_172016	+	no	black
6	TRIM39-RPP21	30297088	30314635	NM_001199119	+	no	black
6	RPP21	30312906	30314635	NM_001199120|NM_001199121|NM_024839	+	no	black
6	HLA-E	30457183	30461982	NM_005516	+	no	black
6	GNL1	30509155	30525371	NM_005275	-	no	black
6	PRR3	30524486	30532473	NM_025263|NM_001077497	+	no	black
6	ABCF1	30539170	30559309	NM_001025091|NM_001090	+	no	black
6	MIR877	30552109	30552194	NR_030615	+	no	black
6	PPP1R10	30568177	30585084	NR_072994|NM_002714	-	no	black
6	MRPS18B	30585486	30594174	NM_014046	+	no	black
6	ATAT1	30594613	30614598	NM_024909|NM_001254952|NM_001031722	+	no	black
6	C6orf136	30614816	30620987	NM_001161376|NM_001109938|NM_145029	+	no	black
6	DHX16	30620896	30640830	NM_001164239|NM_003587	-	no	black
6	PPP1R18	30644166	30655672	NM_001134870|NM_133471	-	no	black
6	NRM	30655824	30659197	NR_073072|NM_001270707|NM_001270709|NR_073066|NR_073065|NM_001270708|NM_001270710|NM_007243	-	no	black
6	MDC1	30667584	30685458	NM_014641	-	no	black
6	TUBB	30687978	30693203	NM_001293213|NM_178014|NM_001293214|NR_120608|NM_001293212|NM_001293215|NM_001293216	+	no	black
6	FLOT1	30695511	30710453	NM_005803	-	no	black
6	IER3	30710976	30712327	NM_003897	-	no	black
6	LINC00243	30780643	30798436	NR_130726	-	no	black
6	DDR1	30850390	30867933	NM_001297652|NM_001954|NM_001297654|NM_001297653|NM_013993|NM_001202523|NM_013994|NM_001202522|NM_001202521	+	no	black
6	MIR4640	30858660	30858749	NR_039783	+	no	black
6	GTF2H4	30875977	30881880	NM_001517	+	no	black
6	VARS2	30881985	30894235	NM_001167733|NM_020442|NM_001167734	+	no	black
6	SFTA2	30899127	30899952	NM_205854	-	no	black
6	DPCR1	30908777	30921998	NM_080870	+	no	black
6	MUC21	30951485	30956414	NM_001010909|NR_130720	+	no	black
6	MUC22	30973729	31003179	NM_001198815	+	no	black
6	HCG22	31021227	31027655	NR_003948	+	no	black
6	C6orf15	31079000	31080332	NM_014070	-	no	black
6	PSORS1C1	31082608	31107869	NM_014068	+	no	black
6	CDSN	31082865	31088252	NM_001264	-	no	black
6	PSORS1C2	31105311	31107127	NM_014069	-	no	black
6	CCHCR1	31110216	31126015	NM_001105563|NM_001105564|NM_019052	-	no	black
6	TCF19	31126303	31131992	NM_007109|NM_001077511	+	no	black
6	POU5F1	31132114	31138470	NM_001173531|NM_203289|NM_001285987|NM_001285986|NM_002701	-	yes	red4
6	PSORS1C3	31141512	31145676	NR_026816	-	no	black
6	HCG27	31165537	31171745	NR_026791	+	no	black
6	HLA-C	31236526	31239913	NM_002117	-	no	black
6	HLA-B	31321649	31324989	NM_005514	-	no	black
6	MICA	31367561	31383092	NM_001289152|NM_001289154|NM_001289153|NM_001177519|NM_000247	+	no	black
6	HCP5	31430957	31433586	NR_040662	+	no	black
6	HCG26	31439006	31440185	NR_002812	+	no	black
6	MICB	31462658	31478901	NM_001289160|NM_005931|NM_001289161	+	no	black
6	MCCD1	31496739	31498008	NM_001011700	+	no	black
6	DDX39B	31497996	31510252	NM_080598|NM_004640|NR_037852	-	no	black
6	ATP6V1G2-DDX39B	31497996	31514625	NR_037853	-	no	black
6	SNORD117	31504151	31504226	NR_003140	-	no	black
6	SNORD84	31508878	31508955	NR_003065	-	no	black
6	ATP6V1G2	31512228	31514625	NM_138282|NM_001204078|NM_130463	-	no	black
6	NFKBIL1	31514628	31526606	NM_001144963|NM_001144962|NM_001144961|NM_005007	+	no	black
6	LTA	31539876	31542100	NM_001159740|NM_000595	+	no	black
6	TNF	31543344	31546112	NM_000594	+	no	black
6	LTB	31548336	31550202	NM_002341|NM_009588	-	no	black
6	LST1	31553956	31556686	NM_205839|NM_205838|NR_029461|NR_029462|NM_205837|NM_205840|NM_001166538|NM_007161	+	no	black
6	NCR3	31556660	31560762	NM_147130|NM_001145466|NM_001145467	-	no	black
6	AIF1	31582994	31584798	NM_004847|NM_001623|NM_032955	+	no	black
6	PRRC2A	31588450	31605554	NM_080686|NM_004638	+	no	black
6	SNORA38	31590856	31590987	NR_002971	+	no	black
6	MIR6832	31601564	31601635	NR_106890	+	no	black
6	BAG6	31606805	31620477	NM_001098534|NM_080703|NM_004639|NM_001199698|NM_001199697|NM_080702	-	no	black
6	APOM	31620187	31625987	NR_045828|NM_001256169|NM_019101	+	no	black
6	C6orf47	31626075	31628549	NM_021184	-	no	black
6	GPANK1	31629006	31634060	NM_033177|NM_001199240|NM_001199239|NM_001199238|NM_001199237	-	no	black
6	CSNK2B	31633657	31637847	NM_001320|NM_001282385	+	no	black
6	LY6G5B	31638728	31640227	NM_021221	+	no	black
6	LY6G5C	31644461	31648150	NM_025262	-	no	black
6	ABHD16A	31654726	31671137	NM_001177515|NR_033488|NM_021160|NR_033489	-	no	black
6	MIR4646	31668806	31668868	NR_039789	-	no	black
6	LY6G6F	31674684	31678372	NM_001003693	+	no	black
6	LY6G6E	31679753	31681842	NR_024541|NR_003673	-	no	black
6	LY6G6D	31683133	31685581	NM_021246	+	no	black
6	LY6G6C	31686425	31689511	NM_025261	-	no	black
6	C6orf25	31691121	31694485	NM_138272|NM_138273|NM_138277|NM_138274|NM_025260|NM_138275	+	no	black
6	DDAH2	31694814	31698042	NM_001303008|NM_001303007|NM_013974	-	no	black
6	CLIC1	31698358	31705095	NM_001287594|NM_001288|NM_001287593	-	no	black
6	MSH5	31707725	31730455	NM_002441|NM_025259|NM_172166|NM_172165	+	no	black
6	MSH5-SAPCD1	31707725	31732624	NR_037846	+	no	black
6	SAPCD1	31730773	31732624	NM_001039651	+	no	black
6	SAPCD1-AS1	31731913	31733365	NR_126423	-	no	black
6	VWA7	31733371	31745108	NM_025258	-	no	black
6	VARS	31745297	31763712	NM_006295	-	no	black
6	LSM2	31765169	31774761	NM_021177	-	no	black
6	HSPA1L	31777396	31782835	NM_005527	-	no	black
6	HSPA1A	31783291	31785719	NM_005345	+	no	black
6	HSPA1B	31795512	31798031	NM_005346	+	no	black
6	C6orf48	31802692	31807543	NM_001287482|NM_001287487|NM_001287486|NM_001287483|NM_001287485|NM_001287488|NM_001040437|NM_001287484|NM_001040438	+	no	black
6	SNORD48	31803040	31803103	NR_002745	+	no	black
6	SNORD52	31804853	31804916	NR_002742	+	no	black
6	NEU1	31826829	31830709	NM_000434	-	no	black
6	SLC44A4	31830970	31846823	NM_001178045|NM_001178044|NM_025257	-	no	black
6	EHMT2	31847536	31865484	NM_001289413|NM_006709|NM_025256	-	no	black
6	C2	31865562	31913451	NM_001282457|NM_001178063|NM_001282459|NM_001145903|NM_000063|NM_001282458	+	no	black
6	ZBTB12	31867394	31869769	NM_181842	-	no	black
6	C2-AS1	31902251	31909501	NR_104191	-	no	black
6	CFB	31913721	31919861	NM_001710	+	no	black
6	NELFE	31919864	31926864	NM_002904	-	no	black
6	MIR1236	31924616	31924717	NR_031601	-	no	black
6	SKIV2L	31926581	31937532	NM_006929	+	no	black
6	DXO	31937588	31940032	NM_005510	-	no	black
6	STK19	31938952	31949223	NR_026717|NM_004197|NM_032454	+	no	black
6	C4A	31949834	31970457	NM_001252204|NM_007293	+	no	black
6	C4B_2	31949834	31970458	NM_001242823	+	no	black
6	CYP21A2	31973359	31976712	NM_000500*|NM_001128590*	+	no	black
6	CYP21A1P	31973413	31976686	NR_040090	+	no	black
6	TNXA	31976197	31980800	NR_001284	-	no	black
6	TNXB	31976197	31981050	NM_032470*	-	no	black
6	ATF6B	32083045	32096017	NM_001136153|NM_004381	-	no	black
6	FKBPL	32096484	32098067	NM_022110	-	no	black
6	PRRT1	32116140	32119720	NM_030651	-	no	black
6	LOC100507547	32120579	32122142	NR_037169|NR_037172|NR_037171|NR_037170	-	no	black
6	PPT2	32121229	32131458	NM_138717|NM_005155|NM_001204103	+	no	black
6	PPT2-EGFL8	32121776	32136062	NR_037861	+	no	black
6	EGFL8	32132382	32136062	NR_037860|NM_030652	+	no	black
6	AGPAT1	32135983	32145888	NM_006411|NM_032741	-	no	black
6	MIR6721	32137807	32137893	NR_106779	-	no	black
6	RNF5	32146162	32148570	NM_006913	+	no	black
6	RNF5P1	32146232	32148567	NR_003129	+	no	black
6	MIR6833	32147593	32147653	NR_106891	+	no	black
6	AGER	32148745	32152099	NM_172197|NM_001206940|NR_038190|NM_001206929|NM_001136|NM_001206954|NM_001206932|NM_001206934|NM_001206936|NM_001206966	-	no	black
6	PBX2	32152510	32157963	NM_002586	-	no	black
6	GPSM3	32158543	32163300	NM_001276501|NM_022107	-	no	black
6	NOTCH4	32162620	32191844	NM_004557	-	no	black
6	C6orf10	32260475	32339689	NM_006781|NM_001286475|NM_001286474	-	no	black
6	HCG23	32358287	32361468	NR_044996	+	no	black
6	BTNL2	32362513	32374900	NM_019602	-	no	black
6	HLA-DRA	32407619	32412826	NM_019111	+	no	black
6	HLA-DRB5	32485154	32498006	NM_002125	-	no	black
6	HLA-DRB6	32520490	32527779	NR_001298	-	no	black
6	HLA-DRB1	32546547	32557613	NM_002124|NM_001243965	-	no	black
6	HLA-DQA1	32605183	32611429	NM_002122	+	no	black
6	HLA-DQB1	32627241	32634466	NM_001243961|NM_002123	-	no	black
6	HLA-DQA2	32709163	32714664	NM_020056	+	no	black
6	MIR3135B	32717689	32717756	NR_039668	-	no	black
6	HLA-DQB2	32723875	32731330	NM_001198858|NM_001300790	-	no	black
6	HLA-DOB	32780540	32784825	NM_002120	-	no	black
6	TAP2	32789610	32806600	NM_018833|NM_000544|NM_001290043	-	no	black
6	PSMB8	32808494	32812712	NM_148919|NM_004159	-	no	black
6	PSMB8-AS1	32811863	32814277	NR_037173|NR_037175|NR_037176|NR_037174	+	no	black
6	TAP1	32812986	32821748	NM_001292022|NM_000593	-	no	black
6	PSMB9	32821938	32827628	NM_002800	+	no	black
6	LOC100294145	32861953	32871535	NR_037178|NR_037177	+	no	black
6	HLA-DMB	32902406	32908847	NM_002118	-	no	black
6	HLA-DMA	32916391	32920899	NM_006120	-	no	black
6	BRD2	32936437	32949282	NM_005104|NM_001113182|NM_001291986|NM_001199455|NM_001199456	+	no	black
6	HLA-DOA	32971960	32977389	NM_002119	-	no	black
6	HLA-DPA1	33032346	33048555	NM_033554|NM_001242525|NM_001242524	-	no	black
6	HLA-DPB1	33043703	33057473	NM_002121	+	no	black
6	HLA-DPB2	33080293	33096890	NR_001435	+	no	black
6	COL11A2	33130469	33160245	NM_080681|NM_080680|NM_080679|NM_001163771	-	no	black
6	RXRB	33161362	33168630	NM_021976|NM_001270401|NM_001291989	-	no	black
6	SLC39A7	33168603	33172214	NM_006979|NM_001077516|NM_001288777	+	no	black
6	HSD17B8	33172414	33174608	NM_014234	+	no	black
6	MIR219A1	33175612	33175721	NR_029633	+	no	black
6	RING1	33176286	33180499	NM_002931	+	no	black
6	HCG25	33217313	33222667	NR_044997	+	no	black
6	VPS52	33218049	33239742	NM_022553|NM_001289174|NM_001289175|NM_001289176	-	no	black
6	RPS18	33239852	33244281	NM_022551	+	no	black
6	B3GALT4	33244917	33246602	NM_003782	+	no	black
6	WDR46	33246880	33257304	NM_001164267|NM_005452	-	no	black
6	MIR6873	33255004	33255066	NR_106933	-	no	black
6	PFDN6	33257374	33258711	NM_001265595|NM_014260|NM_001265596|NM_001185181	+	no	black
6	MIR6834	33258022	33258102	NR_106892	+	no	black
6	RGL2	33259431	33267165	NM_004761|NM_001243738	-	no	black
6	TAPBP	33267472	33282164	NM_003190|NM_172209|NM_172208	-	no	black
6	ZBTB22	33282182	33285719	NM_005453|NM_001145338	-	no	black
6	MIR1234	33285442	33285461	NR_031600	-	no	black
6	DAXX	33286335	33290793	NM_001254717|NM_001141970|NM_001350|NM_001141969	-	yes	red4
6	KIFC1	33359313	33377699	NM_002263	+	no	black
6	PHF1	33378773	33384230	NM_024165|NM_002636|NR_027692	+	no	black
6	CUTA	33384319	33386065	NM_015921|NM_001014433|NM_001014840|NM_001014838|NM_001014837	-	no	black
6	SYNGAP1	33387847	33421466	NM_006772	+	no	black
6	MIR5004	33406108	33406214	NR_049800	+	no	black
6	ZBTB9	33422356	33425320	NM_152735	+	no	black
6	BAK1	33540323	33548070	NM_001188	-	no	black
6	GGNBP1	33551476	33556803	NR_028361	+	no	black
6	LINC00336	33553883	33561115	NR_027908	-	no	black
6	ITPR3	33589156	33664348	NM_002224	+	no	black
6	UQCC2	33664538	33679528	NM_032340	-	no	black
6	MIR3934	33665905	33666011	NR_037498	+	no	black
6	IP6K3	33689443	33714762	NM_001142883|NM_054111	-	no	black
6	LEMD2	33738990	33756906	NM_001143944|NM_181336	-	no	black
6	MLN	33762449	33771793	NM_001184698|NM_002418|NM_001040109	-	no	black
6	LINC01016	33857288	33864684	NR_038989	-	no	black
6	MIR7159	33866912	33866977	NR_106982	+	no	black
6	MIR1275	33967749	33967828	NR_031681	-	no	black
6	GRM4	33986420	34123399	NM_001256813|NM_001256812|NM_001282847|NM_001256811|NM_000841|NM_001256809	-	no	black
6	HMGA1	34204577	34214008	NM_002131|NM_145903|NM_145899|NM_145902|NM_145901|NM_145905	+	yes	red4
6	MIR6835	34208450	34208513	NR_106893	+	no	black
6	C6orf1	34214157	34216885	NM_178508|NM_001287398|NM_001287397|NM_001287396|NM_001008704|NM_001008703	-	no	black
6	NUDT3	34254973	34360457	NM_006703	-	no	black
6	RPS10-NUDT3	34254973	34393902	NM_001202470	-	no	black
6	RPS10	34385231	34393902	NM_001203245|NM_001014|NM_001204091	-	no	black
6	PACSIN1	34433838	34503000	NM_020804|NM_001199583	+	no	black
6	SPDEF	34505579	34524110	NM_001252294|NM_012391	-	no	black
6	C6orf106	34555057	34664627	NM_024294|NM_022758	-	no	black
6	SNRPC	34724871	34741634	NM_003093|NR_029472	+	no	black
6	UHRF1BP1	34759794	34845291	NM_017754	+	no	black
6	TAF11	34845555	34855848	NM_005643|NM_001270488	-	no	black
6	ANKS1A	34857038	35059190	NM_015245	+	no	black
6	TCP11	35085849	35109187	NM_001261821|NM_001261819|NM_001261818|NM_001261820|NM_001261817|NM_018679|NM_001093728	-	no	black
6	SCUBE3	35181839	35220856	NM_001303136|NM_152753	+	no	black
6	ZNF76	35227491	35263764	NM_001292032|NM_003427	+	no	black
6	DEF6	35265595	35289548	NM_022047	+	no	black
6	PPARD	35310335	35395968	NM_177435|NM_001171820|NM_001171819|NM_001171818|NM_006238	+	no	black
6	FANCE	35420138	35434881	NM_021922	+	yes	red4
6	RPL10A	35436178	35438558	NM_007104	+	no	black
6	MIR7111	35438285	35438356	NR_106961	+	no	black
6	TEAD3	35441374	35464861	NM_003214	-	no	black
6	TULP1	35465651	35480679	NM_003322|NM_001289395	-	no	black
6	FKBP5	35541362	35696360	NM_001145776|NM_004117|NM_001145775|NM_001145777	-	no	black
6	MIR5690	35632494	35632566	NR_049873	-	no	black
6	LOC285847	35694539	35704724	NR_027117	-	no	black
6	ARMC12	35704809	35716690	NM_145028|NM_001286576|NM_001286574	+	no	black
6	CLPSL2	35744371	35747329	NR_104469|NM_207409|NM_001286550|NR_104467	+	no	black
6	CLPSL1	35748831	35755841	NM_001010886	+	no	black
6	CLPS	35762759	35765121	NM_001252597|NM_001252598|NM_001832	-	no	black
6	LHFPL5	35773071	35791852	NM_182548	+	no	black
6	SRPK1	35800811	35888957	NM_003137|NR_034069	-	no	black
6	SLC26A8	35911291	35992413	NM_138718|NM_001193476|NM_052961	-	no	black
6	MAPK14	35995454	36079013	NM_139013|NM_001315|NM_139012|NM_139014	+	no	black
6	MAPK13	36098261	36112301	NR_072996|NM_002754	+	no	black
6	BRPF3	36164550	36200567	NM_015695	+	no	black
6	PNPLA1	36210945	36276372	NM_001145716|NM_173676|NM_001145717	+	no	black
6	C6orf222	36283535	36304662	NM_001010903	-	no	black
6	ETV7	36321998	36355577	NM_001207035|NM_001207039|NM_001207038|NM_001207041|NM_016135|NM_001207037|NM_001207040|NM_001207036	-	no	black
6	PXT1	36358329	36410666	NM_152990	-	no	black
6	KCTD20	36410544	36458920	NM_001286579|NR_104481|NM_173562|NM_001286580|NR_104480	+	no	black
6	STK38	36461669	36515247	NM_007271	-	no	black
6	SRSF3	36562090	36572244	NM_003017|NR_036610	+	yes	red4
6	MIR3925	36590213	36590289	NR_037491	-	no	black
6	PANDAR	36641398	36642903	NR_109836	-	no	black
6	CDKN1A	36644237	36655116	NM_001220777|NM_078467|NM_001291549|NM_000389|NM_001220778	+	no	black
6	RAB44	36665628	36700960	NM_001257357	+	no	black
6	CPNE5	36708555	36807220	NM_020939	-	no	black
6	PPIL1	36822606	36842800	NM_016059	-	no	black
6	C6orf89	36839646	36896740	NM_001286636|NM_152734|NM_001286635|NM_001286637	+	no	black
6	PI16	36916039	36932613	NM_001199159|NM_153370	+	no	black
6	MTCH1	36935911	36954327	NM_001271641|NM_014341|NR_130739	-	no	black
6	FGD2	36973423	36996845	NM_173558	+	no	black
6	PIM1	37137922	37143204	NM_002648|NM_001243186	+	yes	red4
6	TMEM217	37179954	37225931	NM_145316|NR_104442|NR_104443|NM_001286401|NM_001162900	-	no	black
6	TBC1D22B	37225480	37300746	NM_017772|NR_130108	+	no	black
6	RNF8	37321748	37362514	NM_003958|NR_046399|NM_183078	+	no	black
6	CMTR1	37400907	37449284	NM_015050	+	no	black
6	CCDC167	37450697	37467700	NM_138493	-	no	black
6	LOC100505530	37475124	37504056	NR_126057	+	no	black
6	MIR4462	37523141	37523198	NR_039669	-	no	black
6	MDGA1	37600284	37665766	NM_153487	-	no	black
6	ZFAND3	37787307	38122399	NM_021943	+	no	black
6	BTBD9	38136227	38607924	NM_152733|NM_001172418|NM_052893|NM_001099272	-	no	black
6	GLO1	38643702	38670952	NM_006708	-	no	black
6	DNAH8	38683117	38998574	NM_001206927	+	no	black
6	LOC100131047	38874271	38920883	NR_038401	-	no	black
6	GLP1R	39016557	39055520	NM_002062	+	no	black
6	SAYSD1	39071840	39082865	NM_018322	-	no	black
6	KCNK5	39156747	39197251	NM_003740	-	no	black
6	KCNK17	39266777	39282237	NM_031460|NM_001135111	-	no	black
6	KCNK16	39282474	39290330	NM_032115|NM_001135105|NM_001135107|NM_001135106	-	no	black
6	KIF6	39302876	39693181	NM_001289024|NM_145027|NM_001289021|NM_001289020	-	no	black
6	DAAM2	39760159	39872653	NM_001201427|NM_015345	+	no	black
6	LOC100505635	39856566	39865156	NR_125831	-	no	black
6	MOCS1	39872034	39902290	NM_005943|NM_001075098|NR_033233	-	no	black
6	LINC00951	40312084	40323745	NR_038887	-	no	black
6	TDRG1	40346163	40347631	NR_024015	+	no	black
6	LRFN2	40359373	40555203	NM_020737	-	no	black
6	LOC101929555	40846625	40991019	NR_110873	-	no	black
6	UNC5CL	40994640	41006938	NM_173561	-	no	black
6	TSPO2	41010237	41012076	NM_001010873|NM_001159726	+	no	black
6	APOBEC2	41020940	41032630	NM_006789	+	no	black
6	OARD1	41034531	41040188	NM_145063	-	no	black
6	NFYA	41040707	41070146	NM_021705|NM_002505	+	no	black
6	ADCY10P1	41068773	41108573	NR_026938	+	no	black
6	TREML1	41116999	41122087	NM_001271808|NM_001271807|NM_178174	-	no	black
6	TREM2	41126244	41130924	NM_001271821|NM_018965	-	no	black
6	TREML2	41157487	41168925	NM_024807	-	no	black
6	TREML3P	41176292	41185685	NR_027256	-	no	black
6	TREML4	41196062	41206120	NM_198153	+	no	black
6	TREML5P	41217115	41217327	NR_002794	+	no	black
6	TREM1	41242999	41254457	NM_018643|NM_001242590|NM_001242589	-	no	black
6	NCR2	41303528	41318625	NM_001199509|NM_004828|NM_001199510	+	no	black
6	LINC01276	41470182	41487590	NR_120347	+	no	black
6	FOXP4-AS1	41491633	41516359	NR_126417|NR_126416|NR_126415	-	no	black
6	FOXP4	41514164	41570122	NM_001012427|NM_138457|NM_001012426	+	no	black
6	MIR4641	41566461	41566526	NR_039784	+	no	black
6	MDFI	41604915	41621982	NM_001300804|NM_005586|NM_001300806|NM_001300805	+	no	black
6	TFEB	41651716	41703997	NM_001271945|NM_007162|NM_001271944|NM_001271943|NM_001167827	-	yes	red4
6	PGC	41704449	41715139	NM_002630|NM_001166424	-	no	black
6	FRS3	41737914	41747643	NM_006653	-	no	black
6	PRICKLE4	41748500	41755110	NM_013397	+	no	black
6	TOMM6	41755181	41757634	NM_001134493	+	no	black
6	USP49	41757634	41863099	NM_001286554|NM_018561	-	no	black
6	MED20	41873092	41888877	NM_004275	-	no	black
6	BYSL	41888965	41900784	NM_004053	+	no	black
6	CCND3	41902671	42016632	NM_001136125|NM_001760|NM_001287427|NM_001136126|NM_001136017|NM_001287434	-	yes	red4
6	TAF8	42018251	42048644	NM_138572	+	no	black
6	C6orf132	42068857	42110715	NM_001164446	-	no	black
6	GUCA1A	42123144	42147794	NM_000409	+	no	black
6	GUCA1B	42151022	42162694	NM_002098	-	no	black
6	MRPS10	42174539	42185633	NM_018141	-	no	black
6	TRERF1	42192671	42419789	NM_001297573|NM_033502	-	no	black
6	UBR2	42531760	42661243	NM_001184801|NM_015255	+	no	black
6	PRPH2	42664333	42690358	NM_000322	-	no	black
6	ATP6V0CP3	42695314	42695932	NR_037141	+	no	black
6	TBCC	42712234	42713884	NM_003192	-	no	black
6	GLTSCR1L	42788794	42836296	NM_015349	+	no	black
6	RPL7L1	42847671	42854731	NM_198486	+	no	black
6	C6orf226	42858003	42858554	NM_001008739	-	no	black
6	PTCRA	42883727	42893575	NM_001243169|NM_001243170|NM_138296|NM_001243168	+	no	black
6	CNPY3	42896860	42907008	NM_006586	+	no	black
6	GNMT	42928500	42931618	NM_018960	+	no	black
6	PEX6	42931611	42946981	NM_000287	-	no	black
6	PPP2R5D	42952237	42980083	NM_180976|NM_006245|NM_180977|NM_001270476	+	no	black
6	MEA1	42979967	42981618	NM_014623	-	no	black
6	KLHDC3	42981841	42989036	NM_057161|NR_040101	+	no	black
6	RRP36	42989385	42997337	NM_033112	+	no	black
6	CUL7	43005355	43021683	NM_001168370|NM_014780	-	no	black
6	MRPL2	43021767	43027283	NM_015950|NM_001300848	-	no	black
6	KLC4	43027332	43042837	NM_138343|NM_001289035|NM_201521|NM_001289034|NM_201523|NM_201522	+	no	black
6	PTK7	43044006	43129458	NM_152882|NM_002821|NM_152881|NR_072998|NR_072997|NM_152880|NM_001270398	+	no	black
6	SRF	43139033	43149244	NM_003131|NM_001292001	+	no	black
6	CUL9	43149922	43192325	NM_015089	+	no	black
6	DNPH1	43193367	43197211	NM_199184|NM_006443	-	no	black
6	TTBK1	43211222	43255997	NM_032538	+	no	black
6	SLC22A7	43265998	43273276	NM_006672|NM_153320	+	no	black
6	CRIP3	43273211	43276530	NM_206922	-	no	black
6	ZNF318	43303808	43337181	NM_014345	-	no	black
